Tarih,Saat,Ihlal_Turu
2025-12-14,06:27:46,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:46,YORGUNLUK (UYUMA)
2025-12-14,06:27:46,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:46,YORGUNLUK (UYUMA)
2025-12-14,06:27:46,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:46,YORGUNLUK (UYUMA)
2025-12-14,06:27:46,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:46,YORGUNLUK (UYUMA)
2025-12-14,06:27:46,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:47,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:47,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:48,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:48,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:49,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:27:49,YORGUNLUK (UYUMA)
2025-12-14,06:27:50,YORGUNLUK (UYUMA)
2025-12-14,06:27:51,YORGUNLUK (UYUMA)
2025-12-14,06:27:52,YORGUNLUK (UYUMA)
2025-12-14,06:27:54,YORGUNLUK (UYUMA)
2025-12-14,06:27:55,YORGUNLUK (UYUMA)
2025-12-14,06:27:56,YORGUNLUK (UYUMA)
2025-12-14,06:28:00,YORGUNLUK (UYUMA)
2025-12-14,06:28:07,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:28:07,YORGUNLUK (UYUMA)
2025-12-14,06:28:10,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:28:11,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:28:12,YORGUNLUK (UYUMA)
2025-12-14,06:28:13,YORGUNLUK (UYUMA)
2025-12-14,06:28:14,YORGUNLUK (UYUMA)
2025-12-14,06:28:15,YORGUNLUK (UYUMA)
2025-12-14,06:28:26,YORGUNLUK (UYUMA)
2025-12-14,06:28:30,YORGUNLUK (UYUMA)
2025-12-14,06:28:33,YORGUNLUK (UYUMA)
2025-12-14,06:28:34,YORGUNLUK (UYUMA)
2025-12-14,06:28:35,YORGUNLUK (UYUMA)
2025-12-14,06:28:36,YORGUNLUK (UYUMA)
2025-12-14,06:28:37,YORGUNLUK (UYUMA)
2025-12-14,06:28:38,YORGUNLUK (UYUMA)
2025-12-14,06:28:39,YORGUNLUK (UYUMA)
2025-12-14,06:28:40,YORGUNLUK (UYUMA)
2025-12-14,06:28:41,YORGUNLUK (UYUMA)
2025-12-14,06:28:42,YORGUNLUK (UYUMA)
2025-12-14,06:28:43,YORGUNLUK (UYUMA)
2025-12-14,06:28:44,YORGUNLUK (UYUMA)
2025-12-14,06:28:45,YORGUNLUK (UYUMA)
2025-12-14,06:28:46,YORGUNLUK (UYUMA)
2025-12-14,06:28:47,YORGUNLUK (UYUMA)
2025-12-14,06:28:48,YORGUNLUK (UYUMA)
2025-12-14,06:28:49,YORGUNLUK (UYUMA)
2025-12-14,06:28:50,YORGUNLUK (UYUMA)
2025-12-14,06:28:51,YORGUNLUK (UYUMA)
2025-12-14,06:28:52,YORGUNLUK (UYUMA)
2025-12-14,06:28:53,YORGUNLUK (UYUMA)
2025-12-14,06:28:54,YORGUNLUK (UYUMA)
2025-12-14,06:28:55,YORGUNLUK (UYUMA)
2025-12-14,06:28:56,YORGUNLUK (UYUMA)
2025-12-14,06:28:57,YORGUNLUK (UYUMA)
2025-12-14,06:28:58,YORGUNLUK (UYUMA)
2025-12-14,06:28:59,YORGUNLUK (UYUMA)
2025-12-14,06:29:00,YORGUNLUK (UYUMA)
2025-12-14,06:29:01,YORGUNLUK (UYUMA)
2025-12-14,06:29:02,YORGUNLUK (UYUMA)
2025-12-14,06:29:03,YORGUNLUK (UYUMA)
2025-12-14,06:29:08,YORGUNLUK (UYUMA)
2025-12-14,06:29:09,YORGUNLUK (UYUMA)
2025-12-14,06:29:11,YORGUNLUK (UYUMA)
2025-12-14,06:29:12,YORGUNLUK (UYUMA)
2025-12-14,06:29:13,YORGUNLUK (UYUMA)
2025-12-14,06:29:14,YORGUNLUK (UYUMA)
2025-12-14,06:29:20,YORGUNLUK (UYUMA)
2025-12-14,06:29:21,YORGUNLUK (UYUMA)
2025-12-14,06:29:22,YORGUNLUK (UYUMA)
2025-12-14,06:29:23,YORGUNLUK (UYUMA)
2025-12-14,06:29:25,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:29:25,YORGUNLUK (UYUMA)
2025-12-14,06:29:26,YORGUNLUK (UYUMA)
2025-12-14,06:29:27,YORGUNLUK (UYUMA)
2025-12-14,06:29:28,YORGUNLUK (UYUMA)
2025-12-14,06:30:12,YORGUNLUK (UYUMA)
2025-12-14,06:30:13,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:14,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:14,YORGUNLUK (UYUMA)
2025-12-14,06:30:15,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,YORGUNLUK (UYUMA)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,YORGUNLUK (UYUMA)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,YORGUNLUK (UYUMA)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,YORGUNLUK (UYUMA)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,YORGUNLUK (UYUMA)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,YORGUNLUK (UYUMA)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:16,YORGUNLUK (UYUMA)
2025-12-14,06:30:16,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:17,YORGUNLUK (UYUMA)
2025-12-14,06:30:17,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:17,YORGUNLUK (UYUMA)
2025-12-14,06:30:17,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:17,YORGUNLUK (UYUMA)
2025-12-14,06:30:17,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:17,YORGUNLUK (UYUMA)
2025-12-14,06:30:17,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:18,YORGUNLUK (UYUMA)
2025-12-14,06:30:18,DIKKAT DAGINIKLIGI (TELEFON)
2025-12-14,06:30:19,DIKKAT DAGINIKLIGI (TELEFON)
