Tarih,Saat,Ihlal_Turu
2025-12-15,19:22:01,DIKKAT (TELEFON)
2025-12-15,19:22:02,DIKKAT (TELEFON)
2025-12-15,19:22:05,DIKKAT (TELEFON)
