Tarih,Saat,Ihlal_Turu
2025-12-15,17:11:51,YORGUNLUK (UYUMA)
2025-12-15,17:11:52,YORGUNLUK (UYUMA)
2025-12-15,17:11:53,YORGUNLUK (UYUMA)
