Tarih,Saat,Ihlal_Turu
2025-12-15,14:39:25,YORGUNLUK (UYUMA)
2025-12-15,14:39:26,YORGUNLUK (UYUMA)
2025-12-15,14:39:39,DIKKAT (TELEFON)
2025-12-15,14:40:28,DIKKAT (TELEFON)
2025-12-15,14:40:29,DIKKAT (TELEFON)
